Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
EDR  7E- East Central           ,5,2,2,3,19-50,91284,21.94,1492,1263,580,1596,1047,783,846
EDR  7E- East Central           ,5,2,1.5,3,19-50,78984,25.32,746,1263,580,1596,1047,783,567
EDR  7E- East Central           ,5,2,1,3,19-50,66360,31.9,0,1263,580,1596,1047,783,261
EDR  7E- East Central           ,5,1,1,4,19-50,88188,42.4,1492,1260,567,1596,947,782,705
EDR  7W- Central                ,5,1,1,4,19-50,86424,41.55,1558,1261,565,1569,806,775,668
EDR  7W- Central                ,5,2,1.5,3,19-50,76320,24.46,779,1264,579,1569,887,776,506
EDR  7W- Central                ,5,2,2,3,19-50,89268,21.46,1558,1264,579,1569,887,776,806
EDR  7W- Central                ,5,2,1,3,19-50,63024,30.3,0,1264,579,1569,887,776,177
EDR  8 - Southwest              ,5,1,1,4,19-50,60684,29.18,794,1294,546,1017,710,633,63
EDR  8 - Southwest              ,5,2,2,3,19-50,63984,15.38,794,1296,559,1017,778,633,255
EDR  8 - Southwest              ,5,2,1,3,19-50,49644,23.87,0,1296,559,1017,778,633,-146
EDR  8 - Southwest              ,5,2,1.5,3,19-50,57168,18.32,397,1296,559,1017,778,633,84
EDR  9 - South Central          ,5,2,1.5,3,19-50,61680,19.77,412,1282,559,1222,782,685,198
EDR  9 - South Central          ,5,1,1,4,19-50,65004,31.25,825,1280,546,1222,713,685,146
EDR  9 - South Central          ,5,2,2,3,19-50,68400,16.44,825,1282,559,1222,782,685,345
EDR  9 - South Central          ,5,2,1,3,19-50,54084,26,0,1282,559,1222,782,685,-23
EDR 10 - Southeast              ,5,2,1,3,19-50,55704,26.78,0,1280,559,1247,844,692,20
EDR 10 - Southeast              ,5,2,1.5,3,19-50,66456,21.3,618,1280,559,1247,844,692,298
EDR 10 - Southeast              ,5,1,1,4,19-50,73428,35.3,1236,1278,546,1247,769,691,352
EDR 10 - Southeast              ,5,2,2,3,19-50,76572,18.41,1236,1280,559,1247,844,692,523
EDR 11 - 7 County Twin Cities   ,5,1,1,4,19-50,109860,52.82,2528,1314,582,1894,726,878,1233
EDR 11 - 7 County Twin Cities   ,5,2,1.5,3,19-50,90660,29.06,1264,1317,596,1894,796,879,809
EDR 11 - 7 County Twin Cities   ,5,2,2,3,19-50,111720,26.86,2528,1317,596,1894,796,879,1300
EDR 11 - 7 County Twin Cities   ,5,2,1,3,19-50,69540,33.43,0,1317,596,1894,796,879,313
Faribault County                ,5,1,1,4,19-50,60964,29.31,722,1332,546,995,780,637,68
Faribault County                ,5,2,1.5,3,19-50,58448,18.73,361,1334,559,995,858,638,126
Faribault County                ,5,2,2,3,19-50,64518,15.51,722,1334,559,995,858,638,270
Faribault County                ,5,2,1,3,19-50,51652,24.83,0,1334,559,995,858,638,-80
Fillmore County                 ,5,2,1.5,3,19-50,61663,19.76,422,1277,559,1047,987,636,211
Fillmore County                 ,5,1,1,4,19-50,64708,31.11,844,1275,546,1047,894,636,150
Fillmore County                 ,5,2,1,3,19-50,54044,25.98,0,1277,559,1047,987,636,-2
Fillmore County                 ,5,2,2,3,19-50,68555,16.48,844,1277,559,1047,987,636,363
Freeborn County                 ,5,2,1.5,3,19-50,56332,18.06,401,1283,559,941,836,609,65
Freeborn County                 ,5,1,1,4,19-50,59888,28.79,801,1280,546,941,762,608,53
Freeborn County                 ,5,2,2,3,19-50,63212,15.2,801,1283,559,941,836,609,239
Freeborn County                 ,5,2,1,3,19-50,48651,23.39,0,1283,559,941,836,609,-174
Goodhue County                  ,5,2,1.5,3,19-50,67610,21.67,694,1276,559,1108,1008,653,336
Goodhue County                  ,5,2,1,3,19-50,55693,26.78,0,1276,559,1108,1008,653,37
Goodhue County                  ,5,1,1,4,19-50,75453,36.28,1388,1274,546,1108,913,652,407
Goodhue County                  ,5,2,2,3,19-50,78848,18.95,1388,1276,559,1108,1008,653,579
Grant County                    ,5,2,1,3,19-50,54702,26.3,0,1298,559,1082,958,652,9
Grant County                    ,5,2,1.5,3,19-50,62175,19.93,410,1298,559,1082,958,652,222
Grant County                    ,5,2,2,3,19-50,68824,16.54,821,1298,559,1082,958,652,365
Grant County                    ,5,1,1,4,19-50,64998,31.25,821,1296,546,1082,869,651,151
Hennepin County                 ,5,2,2,3,19-50,113838,27.36,2658,1336,596,1894,772,884,1347
Hennepin County                 ,5,1,1,4,19-50,112064,53.88,2658,1333,582,1894,705,883,1284
Hennepin County                 ,5,2,1.5,3,19-50,91690,29.39,1329,1336,596,1894,772,884,830
Hennepin County                 ,5,2,1,3,19-50,69514,33.42,0,1336,596,1894,772,884,311
Houston County                  ,5,1,1,4,19-50,68054,32.72,894,1279,546,1253,793,693,213
Houston County                  ,5,2,1.5,3,19-50,64493,20.67,447,1281,559,1253,872,694,268
Houston County                  ,5,2,1,3,19-50,56408,27.12,0,1281,559,1253,872,694,42
Houston County                  ,5,2,2,3,19-50,71665,17.23,894,1281,559,1253,872,694,419
Hubbard County                  ,5,2,2,3,19-50,67385,16.2,795,1284,559,1012,1001,629,335
Hubbard County                  ,5,2,1,3,19-50,53704,25.82,0,1284,559,1012,1001,629,-10
Hubbard County                  ,5,1,1,4,19-50,63601,30.58,795,1282,546,1012,906,628,131
Hubbard County                  ,5,2,1.5,3,19-50,60976,19.54,398,1284,559,1012,1001,629,198
Isanti County                   ,5,1,1,4,19-50,108197,52.02,2293,1256,582,1894,932,862,1197
Isanti County                   ,5,2,1.5,3,19-50,91392,29.29,1146,1258,596,1894,1030,863,829
Isanti County                   ,5,2,2,3,19-50,110539,26.57,2293,1258,596,1894,1030,863,1278
Isanti County                   ,5,2,1,3,19-50,72152,34.69,0,1258,596,1894,1030,863,372
Itasca County                   ,5,2,2,3,19-50,69948,16.81,990,1275,559,1020,965,628,392
Itasca County                   ,5,2,1,3,19-50,52998,25.48,0,1275,559,1020,965,628,-30
Itasca County                   ,5,1,1,4,19-50,66293,31.87,990,1272,546,1020,875,628,193
Itasca County                   ,5,2,1.5,3,19-50,61613,19.75,495,1275,559,1020,965,628,192
Jackson County                  ,5,2,1,3,19-50,47473,22.82,0,1310,559,941,743,616,-213
Jackson County                  ,5,2,2,3,19-50,63661,15.3,885,1310,559,941,743,616,251
Jackson County                  ,5,2,1.5,3,19-50,55845,17.9,443,1310,559,941,743,616,42
Jackson County                  ,5,1,1,4,19-50,60429,29.05,885,1307,546,941,680,615,62
Kanabec County                  ,5,1,1,4,19-50,79866,38.4,1469,1262,546,1142,1070,658,508
Kanabec County                  ,5,2,1.5,3,19-50,71629,22.96,734,1264,559,1142,1187,659,424
Kanabec County                  ,5,2,2,3,19-50,83477,20.07,1469,1264,559,1142,1187,659,676
Kanabec County                  ,5,2,1,3,19-50,59328,28.52,0,1264,559,1142,1187,659,133
Kandiyohi County                ,5,2,1,3,19-50,51219,24.62,0,1289,559,1098,765,653,-96
Kandiyohi County                ,5,2,2,3,19-50,68398,16.44,979,1289,559,1098,765,653,357
Kandiyohi County                ,5,1,1,4,19-50,64939,31.22,979,1287,546,1098,699,653,150
Kandiyohi County                ,5,2,1.5,3,19-50,59799,19.17,489,1289,559,1098,765,653,130
Kittson County                  ,5,2,1.5,3,19-50,56620,18.15,317,1295,559,946,894,614,93
Kittson County                  ,5,1,1,4,19-50,58357,28.06,634,1293,546,946,812,613,19
Kittson County                  ,5,2,2,3,19-50,61625,14.81,634,1295,559,946,894,614,193
Kittson County                  ,5,2,1,3,19-50,50347,24.21,0,1295,559,946,894,614,-112
Koochiching County              ,5,2,1.5,3,19-50,55385,17.75,429,1277,559,979,722,618,31
Koochiching County              ,5,2,2,3,19-50,62910,15.12,858,1277,559,979,722,618,229
Koochiching County              ,5,2,1,3,19-50,47158,22.67,0,1277,559,979,722,618,-225
Koochiching County              ,5,1,1,4,19-50,59809,28.75,858,1275,546,979,661,617,48
Lac qui Parle County            ,5,1,1,4,19-50,59651,28.68,734,1337,546,970,711,631,42
Lac qui Parle County            ,5,2,2,3,19-50,62814,15.1,734,1339,559,970,779,632,222
Lac qui Parle County            ,5,2,1.5,3,19-50,56673,18.16,367,1339,559,970,779,632,77
Lac qui Parle County            ,5,2,1,3,19-50,49474,23.79,0,1339,559,970,779,632,-156
Lake County                     ,5,2,1,3,19-50,51866,24.94,0,1285,559,1022,894,632,-70
Lake County                     ,5,1,1,4,19-50,62916,30.25,834,1283,546,1022,812,631,115
Lake County                     ,5,2,2,3,19-50,66522,15.99,834,1285,559,1022,894,632,317
Lake County                     ,5,2,1.5,3,19-50,59442,19.05,417,1285,559,1022,894,632,145
Lake of the Woods County        ,5,2,1.5,3,19-50,68861,22.07,1127,1272,559,966,829,613,372
Lake of the Woods County        ,5,1,1,4,19-50,84329,40.54,2254,1270,546,966,755,612,624
Lake of the Woods County        ,5,2,2,3,19-50,86978,20.91,2254,1272,559,966,829,613,755
Lake of the Woods County        ,5,2,1,3,19-50,48844,23.48,0,1272,559,966,829,613,-169
Le Sueur County                 ,5,2,1,3,19-50,57738,27.76,0,1266,559,1339,858,713,76
Le Sueur County                 ,5,2,2,3,19-50,73188,17.59,915,1266,559,1339,858,713,449
Le Sueur County                 ,5,1,1,4,19-50,69582,33.45,915,1263,546,1339,780,712,243
Le Sueur County                 ,5,2,1.5,3,19-50,65841,21.1,457,1266,559,1339,858,713,295
Lincoln County                  ,5,2,1.5,3,19-50,59695,19.13,374,1311,559,977,965,626,163
Lincoln County                  ,5,1,1,4,19-50,62141,29.88,747,1309,546,977,875,626,98
Lincoln County                  ,5,2,2,3,19-50,65849,15.83,747,1311,559,977,965,626,302
Lincoln County                  ,5,2,1,3,19-50,52798,25.38,0,1311,559,977,965,626,-38
Lyon County                     ,5,1,1,4,19-50,60007,28.85,804,1287,546,1039,642,637,46
Lyon County                     ,5,2,2,3,19-50,63107,15.17,804,1289,559,1039,700,637,231
Lyon County                     ,5,2,1,3,19-50,48414,23.28,0,1289,559,1039,700,637,-189
Lyon County                     ,5,2,1.5,3,19-50,56139,17.99,402,1289,559,1039,700,637,52
Mahnomen County                 ,5,2,1.5,3,19-50,66585,21.34,1002,1280,559,941,836,608,323
Mahnomen County                 ,5,2,2,3,19-50,82754,19.89,2004,1280,559,941,836,608,668
Mahnomen County                 ,5,1,1,4,19-50,79897,38.41,2004,1278,546,941,762,607,520
Mahnomen County                 ,5,2,1,3,19-50,48589,23.36,0,1280,559,941,836,608,-175
Marshall County                 ,5,2,1.5,3,19-50,59770,19.16,365,1302,559,1001,958,630,166
Marshall County                 ,5,2,2,3,19-50,65748,15.8,729,1302,559,1001,958,630,300
Marshall County                 ,5,2,1,3,19-50,53039,25.5,0,1302,559,1001,958,630,-30
Marshall County                 ,5,1,1,4,19-50,62041,29.83,729,1300,546,1001,869,630,95
Martin County                   ,5,2,2,3,19-50,61731,14.84,704,1290,559,1022,743,633,193
Martin County                   ,5,1,1,4,19-50,58694,28.22,704,1288,546,1022,680,632,19
Martin County                   ,5,2,1.5,3,19-50,55924,17.92,352,1290,559,1022,743,633,61
Martin County                   ,5,2,1,3,19-50,48880,23.5,0,1290,559,1022,743,633,-174
McLeod County                   ,5,2,1.5,3,19-50,62043,19.89,441,1263,559,1102,944,647,214
McLeod County                   ,5,2,2,3,19-50,69279,16.65,882,1263,559,1102,944,647,376
McLeod County                   ,5,1,1,4,19-50,65611,31.54,882,1261,546,1102,856,647,174
McLeod County                   ,5,2,1,3,19-50,54143,26.03,0,1263,559,1102,944,647,-3
Meeker County                   ,5,2,1,3,19-50,52292,25.14,0,1270,559,997,965,620,-53
Meeker County                   ,5,1,1,4,19-50,65933,31.7,1001,1267,546,997,875,620,188
Meeker County                   ,5,2,1.5,3,19-50,61066,19.57,500,1270,559,997,965,620,178
Meeker County                   ,5,2,2,3,19-50,69574,16.72,1001,1270,559,997,965,620,386
Mille Lacs County               ,5,2,1.5,3,19-50,69798,22.37,594,1255,559,1381,929,722,376
Mille Lacs County               ,5,1,1,4,19-50,76040,36.56,1188,1253,546,1381,843,721,405
Mille Lacs County               ,5,2,1,3,19-50,59603,28.66,0,1255,559,1381,929,722,121
Mille Lacs County               ,5,2,2,3,19-50,79381,19.08,1188,1255,559,1381,929,722,581
Minnesota                       ,5,2,1,3,19-50,63420,30.49,0,1299,582,1602,827,794,181
Minnesota                       ,5,2,1.5,3,19-50,79560,25.5,952,1299,582,1602,827,794,574
Minnesota                       ,5,2,2,3,19-50,95412,22.94,1905,1299,582,1602,827,794,942
Minnesota                       ,5,1,1,4,19-50,92904,44.67,1905,1296,568,1602,753,793,825
Morrison County                 ,5,2,2,3,19-50,69257,16.65,807,1267,559,1053,1073,635,377
Morrison County                 ,5,2,1,3,19-50,55499,26.68,0,1267,559,1053,1073,635,38
Morrison County                 ,5,1,1,4,19-50,65344,31.42,807,1265,546,1053,969,635,170
Morrison County                 ,5,2,1.5,3,19-50,62849,20.14,404,1267,559,1053,1073,635,246
Mower County                    ,5,1,1,4,19-50,64488,31,872,1280,546,1134,743,661,138
Mower County                    ,5,2,1.5,3,19-50,60777,19.48,436,1283,559,1134,815,661,177
Mower County                    ,5,2,1,3,19-50,52926,25.45,0,1283,559,1134,815,661,-42
Mower County                    ,5,2,2,3,19-50,67999,16.35,872,1283,559,1134,815,661,343
Murray County                   ,5,2,1.5,3,19-50,60517,19.4,385,1320,559,1082,865,658,174
Murray County                   ,5,2,1,3,19-50,53530,25.74,0,1320,559,1082,865,658,-23
Murray County                   ,5,1,1,4,19-50,63287,30.43,769,1318,546,1082,787,657,115
Murray County                   ,5,2,2,3,19-50,66864,16.07,769,1320,559,1082,865,658,319
Nicollet County                 ,5,2,1.5,3,19-50,64649,20.72,445,1276,559,1386,729,729,263
Nicollet County                 ,5,2,1,3,19-50,56670,27.25,0,1276,559,1386,729,729,43
Nicollet County                 ,5,1,1,4,19-50,68403,32.89,890,1274,546,1386,667,728,209
Nicollet County                 ,5,2,2,3,19-50,71842,17.27,890,1276,559,1386,729,729,418
Nobles County                   ,5,2,2,3,19-50,64350,15.47,833,1285,559,1020,765,631,269
Nobles County                   ,5,1,1,4,19-50,60960,29.31,833,1283,546,1020,699,630,69
Nobles County                   ,5,2,1.5,3,19-50,56987,18.27,416,1285,559,1020,765,631,73
Nobles County                   ,5,2,1,3,19-50,49139,23.62,0,1285,559,1020,765,631,-165
Norman County                   ,5,2,1,3,19-50,51538,24.78,0,1293,559,941,965,612,-75
Norman County                   ,5,2,1.5,3,19-50,58885,18.87,398,1293,559,941,965,612,139
Norman County                   ,5,2,2,3,19-50,65573,15.76,795,1293,559,941,965,612,299
Norman County                   ,5,1,1,4,19-50,61882,29.75,795,1291,546,941,875,611,98
Northeast Minnesota             ,5,2,1,3,19-50,53196,25.57,0,1276,559,1132,841,660,-35
Northeast Minnesota             ,5,2,2,3,19-50,74076,17.81,1232,1276,559,1132,841,660,473
Northeast Minnesota             ,5,1,1,4,19-50,70812,34.04,1232,1274,546,1132,766,659,292
Northeast Minnesota             ,5,2,1.5,3,19-50,64008,20.52,616,1276,559,1132,841,660,250
Northwest Minnesota             ,5,1,1,4,19-50,63684,30.62,855,1276,546,1062,799,640,129
Northwest Minnesota             ,5,2,1.5,3,19-50,60132,19.27,428,1278,559,1062,879,641,164
Northwest Minnesota             ,5,2,1,3,19-50,52296,25.14,0,1278,559,1062,879,641,-61
Northwest Minnesota             ,5,2,2,3,19-50,67236,16.16,855,1278,559,1062,879,641,329
Olmsted County,5,1,1,4,19-50,85242,40.98,1713,1284,546,1491,680,760,629
Olmsted County,5,2,1.5,3,19-50,73800,23.65,856,1286,559,1491,743,760,455
Olmsted County,5,2,1,3,19-50,59298,28.51,0,1286,559,1491,743,760,102
Olmsted County,5,2,2,3,19-50,87652,21.07,1713,1286,559,1491,743,760,752
Otter Tail County               ,5,1,1,4,19-50,62712,30.15,860,1278,546,986,825,620,111
Otter Tail County               ,5,2,2,3,19-50,66349,15.95,860,1280,559,986,908,620,316
Otter Tail County               ,5,2,1,3,19-50,51186,24.61,0,1280,559,986,908,620,-87
Otter Tail County               ,5,2,1.5,3,19-50,58969,18.9,430,1280,559,986,908,620,131
Pennington County               ,5,2,2,3,19-50,61016,14.67,860,1293,559,941,643,612,177
Pennington County               ,5,2,1.5,3,19-50,53516,17.15,430,1293,559,941,643,612,-18
Pennington County               ,5,2,1,3,19-50,45139,21.7,0,1293,559,941,643,612,-286
Pennington County               ,5,1,1,4,19-50,58301,28.03,860,1291,546,941,591,611,18
Pine County                     ,5,2,1,3,19-50,58782,28.26,0,1266,559,1072,1238,640,124
Pine County                     ,5,1,1,4,19-50,72426,34.82,1070,1263,546,1072,1114,639,332
Pine County                     ,5,2,2,3,19-50,76484,18.39,1070,1266,559,1072,1238,640,529
Pine County                     ,5,2,1.5,3,19-50,67833,21.74,535,1266,559,1072,1238,640,343
Pipestone County                ,5,2,1.5,3,19-50,58343,18.7,390,1298,559,1035,822,639,119
Pipestone County                ,5,2,2,3,19-50,64987,15.62,780,1298,559,1035,822,639,283
Pipestone County                ,5,2,1,3,19-50,51076,24.56,0,1298,559,1035,822,639,-97
Pipestone County                ,5,1,1,4,19-50,61511,29.57,780,1296,546,1035,749,638,82
Polk County                     ,5,2,1.5,3,19-50,62246,19.95,365,1294,559,1303,736,711,219
Polk County                     ,5,1,1,4,19-50,64539,31.03,731,1292,546,1303,673,710,123
Polk County                     ,5,2,1,3,19-50,55375,26.62,0,1294,559,1303,736,711,12
Polk County                     ,5,2,2,3,19-50,68126,16.38,731,1294,559,1303,736,711,343
Pope County                     ,5,2,1,3,19-50,51875,24.94,0,1290,559,1024,886,634,-70
Pope County                     ,5,2,2,3,19-50,66722,16.04,846,1290,559,1024,886,634,321
Pope County                     ,5,1,1,4,19-50,63145,30.36,846,1288,546,1024,806,633,119
Pope County                     ,5,2,1.5,3,19-50,59539,19.08,423,1290,559,1024,886,634,146
Ramsey County                   ,5,1,1,4,19-50,111181,53.45,2585,1345,582,1894,711,887,1261
Ramsey County                   ,5,2,1.5,3,19-50,91410,29.3,1292,1347,596,1894,779,887,822
Ramsey County                   ,5,2,2,3,19-50,112972,27.16,2585,1347,596,1894,779,887,1326
Ramsey County                   ,5,2,1,3,19-50,69853,33.58,0,1347,596,1894,779,887,318
Red Lake County                 ,5,2,1,3,19-50,54552,26.23,0,1285,559,1082,965,648,7
Red Lake County                 ,5,2,1.5,3,19-50,61300,19.65,359,1285,559,1082,965,648,210
Red Lake County                 ,5,1,1,4,19-50,63225,30.4,718,1283,546,1082,875,647,118
Red Lake County                 ,5,2,2,3,19-50,66967,16.1,718,1285,559,1082,965,648,324
Redwood County                  ,5,2,2,3,19-50,65454,15.73,792,1301,559,1082,779,652,290
Redwood County                  ,5,1,1,4,19-50,62028,29.82,792,1298,546,1082,711,652,88
Redwood County                  ,5,2,1.5,3,19-50,58714,18.82,396,1301,559,1082,779,652,124
Redwood County                  ,5,2,1,3,19-50,51392,24.71,0,1301,559,1082,779,652,-90
Renville County                 ,5,2,1,3,19-50,52270,25.13,0,1311,559,1039,865,643,-61
Renville County                 ,5,2,1.5,3,19-50,60131,19.27,439,1311,559,1039,865,643,155
Renville County                 ,5,1,1,4,19-50,64053,30.79,878,1309,546,1039,787,643,136
Renville County                 ,5,2,2,3,19-50,67576,16.24,878,1311,559,1039,865,643,336
Rice County                     ,5,2,2,3,19-50,76851,18.47,1104,1271,559,1280,965,698,527
Rice County                     ,5,1,1,4,19-50,73368,35.27,1104,1269,546,1280,875,698,342
Rice County                     ,5,2,1.5,3,19-50,68017,21.8,552,1271,559,1280,965,698,343
Rice County                     ,5,2,1,3,19-50,58457,28.1,0,1271,559,1280,965,698,98
Rock County                     ,5,2,1,3,19-50,49389,23.74,0,1286,559,970,836,618,-153
Rock County                     ,5,2,1.5,3,19-50,56658,18.16,373,1286,559,970,836,618,80
Rock County                     ,5,2,2,3,19-50,62958,15.13,747,1286,559,970,836,618,231
Rock County                     ,5,1,1,4,19-50,59653,28.68,747,1284,546,970,762,617,45
Roseau County                   ,5,2,1.5,3,19-50,53448,17.13,299,1268,559,941,772,605,10
Roseau County                   ,5,2,1,3,19-50,47040,22.62,0,1268,559,941,772,605,-225
Roseau County                   ,5,1,1,4,19-50,55377,26.62,598,1266,546,941,705,604,-45
Roseau County                   ,5,2,2,3,19-50,58010,13.94,598,1268,559,941,772,605,91
Saint Louis County              ,5,2,1,3,19-50,53341,25.64,0,1277,559,1176,793,672,-32
Saint Louis County              ,5,1,1,4,19-50,73689,35.43,1392,1275,546,1176,724,671,357
Saint Louis County              ,5,2,2,3,19-50,76789,18.46,1392,1277,559,1176,793,672,530
Saint Louis County              ,5,2,1.5,3,19-50,65492,20.99,696,1277,559,1176,793,672,285
Scott County                    ,5,2,1.5,3,19-50,86270,27.65,1017,1279,596,1894,822,869,712
Scott County                    ,5,2,2,3,19-50,103254,24.82,2034,1279,596,1894,822,869,1111
Scott County                    ,5,1,1,4,19-50,101226,48.67,2034,1276,582,1894,749,868,1032
Scott County                    ,5,2,1,3,19-50,69231,33.28,0,1279,596,1894,822,869,309
"Seven County Mpls-St Paul, MN   ",5,1,1,4,19-50,109860,52.82,2528,1314,582,1894,726,878,1233
"Seven County Mpls-St Paul, MN   ",5,2,1.5,3,19-50,90660,29.06,1264,1317,596,1894,796,879,809
"Seven County Mpls-St Paul, MN   ",5,2,2,3,19-50,111720,26.86,2528,1317,596,1894,796,879,1300
"Seven County Mpls-St Paul, MN   ",5,2,1,3,19-50,69540,33.43,0,1317,596,1894,796,879,313
Sherburne County                ,5,2,2,3,19-50,104332,25.08,1977,1262,596,1894,965,864,1136
Sherburne County                ,5,1,1,4,19-50,102046,49.06,1977,1260,582,1894,875,863,1053
Sherburne County                ,5,2,1,3,19-50,71204,34.23,0,1262,596,1894,965,864,353
Sherburne County                ,5,2,1.5,3,19-50,87779,28.13,989,1262,596,1894,965,864,745
Sibley County                   ,5,2,1.5,3,19-50,60313,19.33,446,1298,559,1103,808,657,155
Sibley County                   ,5,2,1,3,19-50,52400,25.19,0,1298,559,1103,808,657,-58
Sibley County                   ,5,1,1,4,19-50,64435,30.98,893,1296,546,1103,736,657,139
Sibley County                   ,5,2,2,3,19-50,67910,16.32,893,1298,559,1103,808,657,341
Southeast Minnesota             ,5,2,2,3,19-50,76572,18.41,1236,1280,559,1247,844,692,523
Southeast Minnesota             ,5,2,1.5,3,19-50,66456,21.3,618,1280,559,1247,844,692,298
Southeast Minnesota             ,5,2,1,3,19-50,55704,26.78,0,1280,559,1247,844,692,20
Southeast Minnesota             ,5,1,1,4,19-50,73428,35.3,1236,1278,546,1247,769,691,352
Southwest Minnesota             ,5,1,1,4,19-50,63264,30.42,806,1287,546,1139,717,664,113
Southwest Minnesota             ,5,2,1,3,19-50,52440,25.21,0,1289,559,1139,786,665,-68
Southwest Minnesota             ,5,2,1.5,3,19-50,59952,19.22,403,1289,559,1139,786,665,155
Southwest Minnesota             ,5,2,2,3,19-50,66636,16.02,806,1289,559,1139,786,665,309
Stearns County                  ,5,2,1,3,19-50,54058,25.99,0,1274,559,1195,815,676,-14
Stearns County                  ,5,2,1.5,3,19-50,64121,20.55,572,1274,559,1195,815,676,252
Stearns County                  ,5,2,2,3,19-50,73495,17.67,1145,1274,559,1195,815,676,461
Stearns County                  ,5,1,1,4,19-50,70097,33.7,1145,1271,546,1195,743,675,266
Steele County                   ,5,1,1,4,19-50,63338,30.45,846,1280,546,1126,705,659,116
Steele County                   ,5,2,1.5,3,19-50,59530,19.08,423,1283,559,1126,772,659,139
Steele County                   ,5,2,1,3,19-50,51861,24.93,0,1283,559,1126,772,659,-77
Steele County                   ,5,2,2,3,19-50,66726,16.04,846,1283,559,1126,772,659,316
Stevens County                  ,5,2,1,3,19-50,47127,22.66,0,1279,559,1082,593,646,-232
Stevens County                  ,5,2,1.5,3,19-50,54073,17.33,339,1279,559,1082,593,646,8
Stevens County                  ,5,1,1,4,19-50,57085,27.44,679,1276,546,1082,547,646,-19
Stevens County                  ,5,2,2,3,19-50,59513,14.31,679,1279,559,1082,593,646,121
Swift County                    ,5,2,2,3,19-50,64031,15.39,745,1303,559,973,872,623,261
Swift County                    ,5,1,1,4,19-50,60485,29.08,745,1301,546,973,793,622,60
Swift County                    ,5,2,1,3,19-50,50716,24.38,0,1303,559,973,872,623,-104
Swift County                    ,5,2,1.5,3,19-50,57705,18.5,373,1303,559,973,872,623,106
Todd County                     ,5,2,1.5,3,19-50,59285,19,436,1266,559,945,987,605,142
Todd County                     ,5,1,1,4,19-50,63012,30.29,873,1263,546,945,894,605,125
Todd County                     ,5,2,1,3,19-50,51437,24.73,0,1266,559,945,987,605,-76
Todd County                     ,5,2,2,3,19-50,66738,16.04,873,1266,559,945,987,605,326
Traverse County                 ,5,2,2,3,19-50,65827,15.82,904,1323,559,941,836,620,303
Traverse County                 ,5,1,1,4,19-50,62375,29.99,904,1320,546,941,762,619,106
Traverse County                 ,5,2,1,3,19-50,49548,23.82,0,1323,559,941,836,620,-150
Traverse County                 ,5,2,1.5,3,19-50,57865,18.55,452,1323,559,941,836,620,91
Wabasha County                  ,5,2,2,3,19-50,72384,17.4,1111,1272,559,1082,922,645,441
Wabasha County                  ,5,2,1.5,3,19-50,63247,20.27,555,1272,559,1082,922,645,236
Wabasha County                  ,5,1,1,4,19-50,68800,33.08,1111,1270,546,1082,837,644,243
Wabasha County                  ,5,2,1,3,19-50,53534,25.74,0,1272,559,1082,922,645,-19
Wadena County                   ,5,1,1,4,19-50,62734,30.16,911,1276,546,941,831,607,116
Wadena County                   ,5,2,1.5,3,19-50,58451,18.73,456,1279,559,941,915,608,113
Wadena County                   ,5,2,2,3,19-50,66376,15.96,911,1279,559,941,915,608,318
Wadena County                   ,5,2,1,3,19-50,50268,24.17,0,1279,559,941,915,608,-113
Waseca County                   ,5,1,1,4,19-50,65339,31.41,894,1294,546,1082,812,651,166
Waseca County                   ,5,2,1,3,19-50,53552,25.75,0,1297,559,1082,894,651,-20
Waseca County                   ,5,2,2,3,19-50,68939,16.57,894,1297,559,1082,894,651,368
Waseca County                   ,5,2,1.5,3,19-50,61522,19.72,447,1297,559,1082,894,651,197
Washington County               ,5,1,1,4,19-50,113003,54.33,2727,1285,582,1894,749,870,1310
Washington County               ,5,2,1,3,19-50,69392,33.36,0,1288,596,1894,822,871,312
Washington County               ,5,2,1.5,3,19-50,92319,29.59,1364,1288,596,1894,822,871,858
Washington County               ,5,2,2,3,19-50,114858,27.61,2727,1288,596,1894,822,871,1374
Watonwan County                 ,5,2,2,3,19-50,67311,16.18,809,1275,559,1082,908,645,331
Watonwan County                 ,5,1,1,4,19-50,63673,30.61,809,1272,546,1082,825,645,127
Watonwan County                 ,5,2,1.5,3,19-50,60588,19.42,404,1275,559,1082,908,645,176
Watonwan County                 ,5,2,1,3,19-50,53333,25.64,0,1275,559,1082,908,645,-25
Wilkin County                   ,5,1,1,4,19-50,61178,29.41,777,1271,546,1082,705,644,73
Wilkin County                   ,5,2,1.5,3,19-50,57861,18.55,388,1274,559,1082,772,645,102
Wilkin County                   ,5,2,1,3,19-50,50652,24.35,0,1274,559,1082,772,645,-111
Wilkin County                   ,5,2,2,3,19-50,64562,15.52,777,1274,559,1082,772,645,271
Winona County                   ,5,2,1,3,19-50,48973,23.54,0,1279,559,1001,786,624,-168
Winona County                   ,5,1,1,4,19-50,65559,31.52,1120,1276,546,1001,717,623,180
Winona County                   ,5,2,1.5,3,19-50,59090,18.94,560,1279,559,1001,786,624,115
Winona County                   ,5,2,2,3,19-50,68881,16.56,1120,1279,559,1001,786,624,371
Wright County                   ,5,2,1,3,19-50,70368,33.83,0,1257,596,1894,922,863,332
